county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,flag,sars_cov2_normalized
Mcdowell,Marion,8459.0,3.8200000000000003,2021-12-18,,0,
Mcdowell,Marion,8459.0,3.53,2021-12-19,,0,
Mcdowell,Marion,8459.0,2.95,2021-12-20,,0,
Mcdowell,Marion,8459.0,7.63,2021-12-21,22912.878474779183,0,5536893.42668775
Mcdowell,Marion,8459.0,6.300000000000001,2021-12-22,,0,
Mcdowell,Marion,8459.0,7.28,2021-12-23,19006.57780874823,0,5698643.4279404
Mcdowell,Marion,8459.0,8.090000000000002,2021-12-24,,0,
Mcdowell,Marion,8459.0,4.68,2021-12-25,,0,
Mcdowell,Marion,8459.0,4.220000000000001,2021-12-26,,0,
Mcdowell,Marion,8459.0,6.18,2021-12-27,,0,
Mcdowell,Marion,8459.0,15.26,2021-12-28,,0,
Mcdowell,Marion,8459.0,19.36,2021-12-29,,0,
Mcdowell,Marion,8459.0,20.400000000000002,2021-12-30,313797.30719048565,0,150253896.382974
Mcdowell,Marion,8459.0,19.71,2021-12-31,,0,
Mcdowell,Marion,8459.0,15.719999999999999,2022-01-01,,0,
Mcdowell,Marion,8459.0,9.020000000000001,2022-01-02,,0,
Mcdowell,Marion,8459.0,13.290000000000001,2022-01-03,,0,
Mcdowell,Marion,8459.0,27.75,2022-01-04,,0,
Mcdowell,Marion,8459.0,27.05,2022-01-05,,0,
Mcdowell,Marion,8459.0,26.650000000000002,2022-01-06,87357.02604828087,0,31664717.1044521
Mcdowell,Marion,8459.0,24.340000000000003,2022-01-07,,0,
Mcdowell,Marion,8459.0,22.080000000000002,2022-01-08,,0,
Mcdowell,Marion,8459.0,13.530000000000001,2022-01-09,,0,
Mcdowell,Marion,8459.0,14.86,2022-01-10,,0,
Mcdowell,Marion,8459.0,34.1,2022-01-11,276586.33371878654,0,79214273.6614045
Mcdowell,Marion,8459.0,33.24,2022-01-12,,0,
Mcdowell,Marion,8459.0,30.52,2022-01-13,321480.9481135701,0,94949335.3177456
Mcdowell,Marion,8459.0,29.02,2022-01-14,,0,
Mcdowell,Marion,8459.0,25.78,2022-01-15,,0,
Mcdowell,Marion,8459.0,12.08,2022-01-16,,0,
Mcdowell,Marion,8459.0,4.91,2022-01-17,,0,
Mcdowell,Marion,8459.0,10.350000000000001,2022-01-18,,0,
Mcdowell,Marion,8459.0,24.340000000000003,2022-01-19,,0,
Mcdowell,Marion,8459.0,23.180000000000003,2022-01-20,1027116.7168340698,0,363111197.508443
Mcdowell,Marion,8459.0,24.62,2022-01-21,,0,
Mcdowell,Marion,8459.0,19.080000000000002,2022-01-22,,0,
Mcdowell,Marion,8459.0,11.97,2022-01-23,,0,
Mcdowell,Marion,8459.0,10.520000000000001,2022-01-24,,0,
Mcdowell,Marion,8459.0,23.35,2022-01-25,259699.34539771185,0,89485842.8410855
Mcdowell,Marion,8459.0,16.47,2022-01-26,,0,
Mcdowell,Marion,8459.0,16.59,2022-01-27,303108.8913245533,0,127502670.928805
Mcdowell,Marion,8459.0,16.419999999999998,2022-01-28,,0,
Mcdowell,Marion,8459.0,11.790000000000001,2022-01-29,,0,
Mcdowell,Marion,8459.0,5.49,2022-01-30,,0,
Mcdowell,Marion,8459.0,6.590000000000001,2022-01-31,,0,
Mcdowell,Marion,8459.0,14.51,2022-02-01,42822.307270860576,0,14755486.7828583
Mcdowell,Marion,8459.0,10.06,2022-02-02,,0,
Mcdowell,Marion,8459.0,10.64,2022-02-03,79372.5393319377,0,24153047.7672585
Mcdowell,Marion,8459.0,10.4,2022-02-04,,0,
Mcdowell,Marion,8459.0,9.83,2022-02-05,,0,
Mcdowell,Marion,8459.0,5.43,2022-02-06,,0,
Mcdowell,Marion,8459.0,4.68,2022-02-07,,0,
Mcdowell,Marion,8459.0,9.42,2022-02-08,96985.82370635407,0,36022935.7794263
Mcdowell,Marion,8459.0,7.75,2022-02-09,,0,
Mcdowell,Marion,8459.0,6.82,2022-02-10,47203.01897124808,0,12674002.223461
Mcdowell,Marion,8459.0,5.49,2022-02-11,,0,
Mcdowell,Marion,8459.0,5.260000000000001,2022-02-12,,0,
Mcdowell,Marion,8459.0,3.35,2022-02-13,,0,
Mcdowell,Marion,8459.0,3.8700000000000006,2022-02-14,,0,
Mcdowell,Marion,8459.0,5.66,2022-02-15,47749.34554525331,0,11324943.5503382
Mcdowell,Marion,8459.0,4.220000000000001,2022-02-16,,0,
Mcdowell,Marion,8459.0,4.220000000000001,2022-02-17,60386.256714586976,0,19186210.743451
Mcdowell,Marion,8459.0,3.53,2022-02-18,,0,
Mcdowell,Marion,8459.0,3.24,2022-02-19,,0,
Mcdowell,Marion,8459.0,1.85,2022-02-20,,0,
Mcdowell,Marion,8459.0,1.97,2022-02-21,,0,
Mcdowell,Marion,8459.0,3.24,2022-02-22,56904.52530335352,0,17825330.7788532
Mcdowell,Marion,8459.0,2.54,2022-02-23,,0,
Mcdowell,Marion,8459.0,2.66,2022-02-24,,0,
Mcdowell,Marion,8459.0,2.72,2022-02-25,,0,
Mcdowell,Marion,8459.0,2.25,2022-02-26,,0,
Mcdowell,Marion,8459.0,0.6400000000000001,2022-02-27,,0,
Mcdowell,Marion,8459.0,0.81,2022-02-28,,0,
Mcdowell,Marion,8459.0,2.02,2022-03-01,10908.712114635724,0,5955607.44571051
Mcdowell,Marion,8459.0,1.9100000000000001,2022-03-02,,0,
Mcdowell,Marion,8459.0,1.79,2022-03-03,9185.586535436922,0,3946125.36947548
Mcdowell,Marion,8459.0,1.62,2022-03-04,,0,
Mcdowell,Marion,8459.0,0.9800000000000001,2022-03-05,,0,
Mcdowell,Marion,8459.0,0.6400000000000001,2022-03-06,,0,
Mcdowell,Marion,8459.0,0.52,2022-03-07,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-03-08,0.0,0,357099.086248589
Mcdowell,Marion,8459.0,0.87,2022-03-09,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-03-10,0.0,0,563566.7617109
Mcdowell,Marion,8459.0,0.58,2022-03-11,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-03-12,,0,
Mcdowell,Marion,8459.0,0.52,2022-03-13,,0,
Mcdowell,Marion,8459.0,0.58,2022-03-14,,0,
Mcdowell,Marion,8459.0,1.04,2022-03-15,0.0,0,372625.133476788
Mcdowell,Marion,8459.0,0.58,2022-03-16,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-03-17,0.0,0,235677.749087887
Mcdowell,Marion,8459.0,0.45999999999999996,2022-03-18,,0,
Mcdowell,Marion,8459.0,0.52,2022-03-19,,0,
Mcdowell,Marion,8459.0,0.4,2022-03-20,,0,
Mcdowell,Marion,8459.0,0.29,2022-03-21,,0,
Mcdowell,Marion,8459.0,0.52,2022-03-22,0.0,0,91740.4163298386
Mcdowell,Marion,8459.0,0.45999999999999996,2022-03-23,,0,
Mcdowell,Marion,8459.0,0.9800000000000001,2022-03-24,0.0,0,107695.271343723
Mcdowell,Marion,8459.0,1.1,2022-03-25,,0,
Mcdowell,Marion,8459.0,0.52,2022-03-26,,0,
Mcdowell,Marion,8459.0,0.4,2022-03-27,,0,
Mcdowell,Marion,8459.0,0.45999999999999996,2022-03-28,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-03-29,5623.610939600999,0,1056956.97804959
Mcdowell,Marion,8459.0,1.04,2022-03-30,,0,
Mcdowell,Marion,8459.0,0.52,2022-03-31,0.0,0,111683.985097194
Mcdowell,Marion,8459.0,1.16,2022-04-01,,0,
Mcdowell,Marion,8459.0,0.9800000000000001,2022-04-02,,0,
Mcdowell,Marion,8459.0,0.45999999999999996,2022-04-03,,0,
Mcdowell,Marion,8459.0,0.6900000000000001,2022-04-04,,0,
Mcdowell,Marion,8459.0,1.27,2022-04-05,0.0,0,111683.985097194
Mcdowell,Marion,8459.0,1.1,2022-04-06,,0,
Mcdowell,Marion,8459.0,1.27,2022-04-07,0.0,0,130297.982613393
Mcdowell,Marion,8459.0,0.9199999999999999,2022-04-08,,0,
Mcdowell,Marion,8459.0,1.3900000000000001,2022-04-09,,0,
Mcdowell,Marion,8459.0,0.81,2022-04-10,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-04-11,,0,
Mcdowell,Marion,8459.0,1.85,2022-04-12,0.0,0,93069.9875809956
Mcdowell,Marion,8459.0,2.77,2022-04-13,,0,
Mcdowell,Marion,8459.0,2.02,2022-04-14,0.0,0,114343.127599508
Mcdowell,Marion,8459.0,2.72,2022-04-15,,0,
Mcdowell,Marion,8459.0,1.56,2022-04-16,,0,
Mcdowell,Marion,8459.0,1.33,2022-04-17,,0,
Mcdowell,Marion,8459.0,0.81,2022-04-18,,0,
Mcdowell,Marion,8459.0,3.0100000000000002,2022-04-19,8500.000000000011,0,3575522.63860976
Mcdowell,Marion,8459.0,2.95,2022-04-20,,0,
Mcdowell,Marion,8459.0,2.6,2022-04-21,0.0,0,252922.462435781
Mcdowell,Marion,8459.0,2.72,2022-04-22,,0,
Mcdowell,Marion,8459.0,2.02,2022-04-23,,0,
Mcdowell,Marion,8459.0,1.27,2022-04-24,,0,
Mcdowell,Marion,8459.0,1.1,2022-04-25,,0,
Mcdowell,Marion,8459.0,3.4700000000000006,2022-04-26,3708.099243547835,0,1161561.32090887
Mcdowell,Marion,8459.0,3.53,2022-04-27,,0,
Mcdowell,Marion,8459.0,2.77,2022-04-28,3491.060010942236,0,1234176.17527868
Mcdowell,Marion,8459.0,3.8200000000000003,2022-04-29,,0,
Mcdowell,Marion,8459.0,4.05,2022-04-30,,0,
Mcdowell,Marion,8459.0,2.25,2022-05-01,,0,
Mcdowell,Marion,8459.0,1.9100000000000001,2022-05-02,,0,
Mcdowell,Marion,8459.0,5.09,2022-05-03,10954.451150103321,0,5588409.56345965
Mcdowell,Marion,8459.0,4.45,2022-05-04,,0,
Mcdowell,Marion,8459.0,4.74,2022-05-05,16056.54072333142,0,7831973.978835289
Mcdowell,Marion,8459.0,5.09,2022-05-06,,0,
Mcdowell,Marion,8459.0,4.05,2022-05-07,,0,
Mcdowell,Marion,8459.0,2.72,2022-05-08,,0,
Mcdowell,Marion,8459.0,2.25,2022-05-09,,0,
Mcdowell,Marion,8459.0,6.36,2022-05-10,16007.81059358215,0,4799538.64145096
Mcdowell,Marion,8459.0,4.68,2022-05-11,,0,
Mcdowell,Marion,8459.0,5.720000000000001,2022-05-12,22065.244163616233,0,6516965.55971022
Mcdowell,Marion,8459.0,6.420000000000001,2022-05-13,,0,
Mcdowell,Marion,8459.0,4.74,2022-05-14,,0,
Mcdowell,Marion,8459.0,3.9299999999999997,2022-05-15,,0,
Mcdowell,Marion,8459.0,3.58,2022-05-16,,0,
Mcdowell,Marion,8459.0,7.050000000000001,2022-05-17,18754.99933351104,0,6546428.19389013
Mcdowell,Marion,8459.0,5.09,2022-05-18,,0,
Mcdowell,Marion,8459.0,5.260000000000001,2022-05-19,13242.922638149037,0,4326128.89570256
Mcdowell,Marion,8459.0,4.57,2022-05-20,,0,
Mcdowell,Marion,8459.0,5.38,2022-05-21,,0,
Mcdowell,Marion,8459.0,3.58,2022-05-22,,0,
Mcdowell,Marion,8459.0,2.49,2022-05-23,,0,
Mcdowell,Marion,8459.0,6.470000000000001,2022-05-24,33833.23070591991,0,10901059.7340366
Mcdowell,Marion,8459.0,4.34,2022-05-25,,0,
Mcdowell,Marion,8459.0,6.300000000000001,2022-05-26,13991.06857963323,0,6323609.04496476
Mcdowell,Marion,8459.0,5.32,2022-05-27,,0,
Mcdowell,Marion,8459.0,3.7,2022-05-28,,0,
Mcdowell,Marion,8459.0,3.18,2022-05-29,,0,
Mcdowell,Marion,8459.0,4.05,2022-05-30,,0,
Mcdowell,Marion,8459.0,1.9100000000000001,2022-05-31,9000.00000000001,0,3262272.84549
Mcdowell,Marion,8459.0,6.53,2022-06-01,,0,
Mcdowell,Marion,8459.0,5.720000000000001,2022-06-02,23198.868506890576,0,6436521.81635062
Mcdowell,Marion,8459.0,4.28,2022-06-03,,0,
Mcdowell,Marion,8459.0,4.34,2022-06-04,,0,
Mcdowell,Marion,8459.0,2.25,2022-06-05,,0,
Mcdowell,Marion,8459.0,2.83,2022-06-06,,0,
Mcdowell,Marion,8459.0,4.62,2022-06-07,14247.80684877503,0,4590640.33486867
Mcdowell,Marion,8459.0,4.1000000000000005,2022-06-08,,0,
Mcdowell,Marion,8459.0,4.970000000000001,2022-06-09,0.0,0,606426.372612239
Mcdowell,Marion,8459.0,4.74,2022-06-10,,0,
Mcdowell,Marion,8459.0,4.16,2022-06-11,,0,
Mcdowell,Marion,8459.0,1.9100000000000001,2022-06-12,,0,
Mcdowell,Marion,8459.0,2.66,2022-06-13,,0,
Mcdowell,Marion,8459.0,4.74,2022-06-14,20486.27589387591,0,8617546.26345395
Mcdowell,Marion,8459.0,3.41,2022-06-15,,0,
Mcdowell,Marion,8459.0,3.0100000000000002,2022-06-16,25685.599078082625,0,11034526.076388
Mcdowell,Marion,8459.0,3.7,2022-06-17,,0,
Mcdowell,Marion,8459.0,3.29,2022-06-18,,0,
Mcdowell,Marion,8459.0,2.08,2022-06-19,,0,
Mcdowell,Marion,8459.0,2.37,2022-06-20,,0,
Mcdowell,Marion,8459.0,3.4700000000000006,2022-06-21,24244.84481286694,0,6943718.96854957
Mcdowell,Marion,8459.0,4.57,2022-06-22,,0,
Mcdowell,Marion,8459.0,4.1000000000000005,2022-06-23,14309.08802125419,0,7619942.0660634
Mcdowell,Marion,8459.0,3.24,2022-06-24,,0,
Mcdowell,Marion,8459.0,4.220000000000001,2022-06-25,,0,
Mcdowell,Marion,8459.0,2.83,2022-06-26,,0,
Mcdowell,Marion,8459.0,2.72,2022-06-27,,0,
Mcdowell,Marion,8459.0,5.66,2022-06-28,,0,
Mcdowell,Marion,8459.0,3.99,2022-06-29,23874.672772626654,0,8760805.3879975
Mcdowell,Marion,8459.0,4.62,2022-06-30,25439.880109780377,0,19581062.7885338
Mcdowell,Marion,8459.0,5.32,2022-07-01,,0,
Mcdowell,Marion,8459.0,3.7600000000000002,2022-07-02,,0,
Mcdowell,Marion,8459.0,1.56,2022-07-03,,0,
Mcdowell,Marion,8459.0,2.08,2022-07-04,,0,
Mcdowell,Marion,8459.0,1.3900000000000001,2022-07-05,41420.103814452195,0,15940516.4253618
Mcdowell,Marion,8459.0,5.09,2022-07-06,,0,
Mcdowell,Marion,8459.0,4.34,2022-07-07,16431.676725154997,0,6470790.02084802
Mcdowell,Marion,8459.0,4.74,2022-07-08,,0,
Mcdowell,Marion,8459.0,3.58,2022-07-09,,0,
Mcdowell,Marion,8459.0,1.97,2022-07-10,,0,
Mcdowell,Marion,8459.0,2.6,2022-07-11,,0,
Mcdowell,Marion,8459.0,5.140000000000001,2022-07-12,20171.14275394431,0,9477909.44199312
Mcdowell,Marion,8459.0,4.74,2022-07-13,,0,
Mcdowell,Marion,8459.0,3.9299999999999997,2022-07-14,33448.654681466636,0,12124293.0983912
Mcdowell,Marion,8459.0,2.83,2022-07-15,,0,
Mcdowell,Marion,8459.0,3.24,2022-07-16,,0,
Mcdowell,Marion,8459.0,2.83,2022-07-17,,0,
Mcdowell,Marion,8459.0,2.2,2022-07-18,,0,
Mcdowell,Marion,8459.0,4.220000000000001,2022-07-19,3741.6573867739435,0,1741366.1977503
Mcdowell,Marion,8459.0,3.7,2022-07-20,,0,
Mcdowell,Marion,8459.0,4.34,2022-07-21,10517.841983981325,0,4424327.30859357
Mcdowell,Marion,8459.0,4.1000000000000005,2022-07-22,,0,
Mcdowell,Marion,8459.0,4.39,2022-07-23,,0,
Mcdowell,Marion,8459.0,2.89,2022-07-24,,0,
Mcdowell,Marion,8459.0,2.54,2022-07-25,,0,
Mcdowell,Marion,8459.0,4.91,2022-07-26,19735.754355990564,0,9096696.56878372
Mcdowell,Marion,8459.0,5.2,2022-07-27,,0,
Mcdowell,Marion,8459.0,3.58,2022-07-28,29294.837429144398,0,12978336.7807353
Mcdowell,Marion,8459.0,4.220000000000001,2022-07-29,,0,
Mcdowell,Marion,8459.0,3.8200000000000003,2022-07-30,,0,
Mcdowell,Marion,8459.0,2.66,2022-07-31,,0,
Mcdowell,Marion,8459.0,3.8200000000000003,2022-08-01,,0,
Mcdowell,Marion,8459.0,4.91,2022-08-02,19880.895352071042,0,11476736.2847607
Mcdowell,Marion,8459.0,3.58,2022-08-03,,0,
Mcdowell,Marion,8459.0,4.220000000000001,2022-08-04,28404.857639143316,0,10296043.9729096
Mcdowell,Marion,8459.0,4.45,2022-08-05,,0,
Mcdowell,Marion,8459.0,3.53,2022-08-06,,0,
Mcdowell,Marion,8459.0,2.77,2022-08-07,,0,
Mcdowell,Marion,8459.0,1.79,2022-08-08,,0,
Mcdowell,Marion,8459.0,3.58,2022-08-09,13905.372163304382,0,3733589.96006423
Mcdowell,Marion,8459.0,3.58,2022-08-10,,0,
Mcdowell,Marion,8459.0,3.7,2022-08-11,50793.700396801185,0,16593021.1185598
Mcdowell,Marion,8459.0,3.18,2022-08-12,,0,
Mcdowell,Marion,8459.0,2.89,2022-08-13,,0,
Mcdowell,Marion,8459.0,2.89,2022-08-14,,0,
Mcdowell,Marion,8459.0,2.2,2022-08-15,,0,
Mcdowell,Marion,8459.0,3.24,2022-08-16,27577.164466275353,0,7774686.95750116
Mcdowell,Marion,8459.0,2.77,2022-08-17,,0,
Mcdowell,Marion,8459.0,3.0100000000000002,2022-08-18,25823.923017233454,0,7280404.68841994
Mcdowell,Marion,8459.0,2.72,2022-08-19,,0,
Mcdowell,Marion,8459.0,2.49,2022-08-20,,0,
Mcdowell,Marion,8459.0,1.5,2022-08-21,,0,
Mcdowell,Marion,8459.0,2.02,2022-08-22,,0,
Mcdowell,Marion,8459.0,3.18,2022-08-23,128816.73027988247,0,35740178.2121894
Mcdowell,Marion,8459.0,2.6,2022-08-24,,0,
Mcdowell,Marion,8459.0,2.6,2022-08-25,20766.559657295187,0,5129752.1786916
Mcdowell,Marion,8459.0,2.25,2022-08-26,,0,
Mcdowell,Marion,8459.0,2.37,2022-08-27,,0,
Mcdowell,Marion,8459.0,0.75,2022-08-28,,0,
Mcdowell,Marion,8459.0,2.43,2022-08-29,,0,
Mcdowell,Marion,8459.0,3.64,2022-08-30,19442.222095223588,0,4619906.3686874
Mcdowell,Marion,8459.0,2.83,2022-08-31,,0,
Mcdowell,Marion,8459.0,2.02,2022-09-01,21505.813167606553,0,8372745.181848021
Mcdowell,Marion,8459.0,2.2,2022-09-02,,0,
Mcdowell,Marion,8459.0,1.97,2022-09-03,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-09-04,,0,
Mcdowell,Marion,8459.0,1.7300000000000002,2022-09-05,,0,
Mcdowell,Marion,8459.0,1.04,2022-09-06,23055.6392234091,0,11865000.4993186
Mcdowell,Marion,8459.0,3.0100000000000002,2022-09-07,,0,
Mcdowell,Marion,8459.0,2.37,2022-09-08,15288.88485142069,0,6978606.88153434
Mcdowell,Marion,8459.0,2.54,2022-09-09,,0,
Mcdowell,Marion,8459.0,1.9100000000000001,2022-09-10,,0,
Mcdowell,Marion,8459.0,1.5,2022-09-11,,0,
Mcdowell,Marion,8459.0,1.04,2022-09-12,,0,
Mcdowell,Marion,8459.0,3.99,2022-09-13,24998.74996874848,0,9732631.90383959
Mcdowell,Marion,8459.0,2.6,2022-09-14,,0,
Mcdowell,Marion,8459.0,2.72,2022-09-15,40204.16645075488,0,15832390.2920871
Mcdowell,Marion,8459.0,3.0600000000000005,2022-09-16,,0,
Mcdowell,Marion,8459.0,1.5,2022-09-17,,0,
Mcdowell,Marion,8459.0,1.62,2022-09-18,,0,
Mcdowell,Marion,8459.0,1.85,2022-09-19,,0,
Mcdowell,Marion,8459.0,2.95,2022-09-20,13624.426593438711,0,3536217.5868951
Mcdowell,Marion,8459.0,2.89,2022-09-21,,0,
Mcdowell,Marion,8459.0,2.14,2022-09-22,16658.331248957686,0,5590948.73298891
Mcdowell,Marion,8459.0,2.66,2022-09-23,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-09-24,,0,
Mcdowell,Marion,8459.0,1.16,2022-09-25,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-09-26,,0,
Mcdowell,Marion,8459.0,2.37,2022-09-27,16085.70794214543,0,5974630.12657332
Mcdowell,Marion,8459.0,1.62,2022-09-28,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-09-29,23055.6392234091,0,7944391.63867423
Mcdowell,Marion,8459.0,1.62,2022-09-30,,0,
Mcdowell,Marion,8459.0,1.21,2022-10-01,,0,
Mcdowell,Marion,8459.0,1.04,2022-10-02,,0,
Mcdowell,Marion,8459.0,0.87,2022-10-03,,0,
Mcdowell,Marion,8459.0,2.14,2022-10-04,18748.33325925269,0,5956810.25072683
Mcdowell,Marion,8459.0,1.79,2022-10-05,,0,
Mcdowell,Marion,8459.0,1.56,2022-10-06,24483.041080523544,0,9970099.81944135
Mcdowell,Marion,8459.0,1.27,2022-10-07,,0,
Mcdowell,Marion,8459.0,1.62,2022-10-08,,0,
Mcdowell,Marion,8459.0,0.6400000000000001,2022-10-09,,0,
Mcdowell,Marion,8459.0,0.81,2022-10-10,,0,
Mcdowell,Marion,8459.0,1.33,2022-10-11,35892.22019519248,0,13813111.8194961
Mcdowell,Marion,8459.0,1.6800000000000002,2022-10-12,,0,
Mcdowell,Marion,8459.0,1.62,2022-10-13,0.0,0,1066121.9096697
Mcdowell,Marion,8459.0,1.97,2022-10-14,,0,
Mcdowell,Marion,8459.0,1.97,2022-10-15,,0,
Mcdowell,Marion,8459.0,0.81,2022-10-16,,0,
Mcdowell,Marion,8459.0,0.81,2022-10-17,,0,
Mcdowell,Marion,8459.0,2.25,2022-10-18,23785.499784532607,0,8195883.175430249
Mcdowell,Marion,8459.0,1.21,2022-10-19,,0,
Mcdowell,Marion,8459.0,1.6800000000000002,2022-10-20,23418.742493994014,0,8488703.07929772
Mcdowell,Marion,8459.0,1.62,2022-10-21,,0,
Mcdowell,Marion,8459.0,1.5,2022-10-22,,0,
Mcdowell,Marion,8459.0,0.87,2022-10-23,,0,
Mcdowell,Marion,8459.0,1.16,2022-10-24,,0,
Mcdowell,Marion,8459.0,2.08,2022-10-25,0.0,0,869187.5127907649
Mcdowell,Marion,8459.0,2.02,2022-10-26,,0,
Mcdowell,Marion,8459.0,2.08,2022-10-27,0.0,0,520759.455361895
Mcdowell,Marion,8459.0,1.27,2022-10-28,,0,
Mcdowell,Marion,8459.0,1.62,2022-10-29,,0,
Mcdowell,Marion,8459.0,0.87,2022-10-30,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-10-31,,0,
Mcdowell,Marion,8459.0,0.87,2022-11-01,3570.714214271427,0,1997366.94448265
Mcdowell,Marion,8459.0,1.79,2022-11-02,,0,
Mcdowell,Marion,8459.0,1.5,2022-11-03,3354.1019662496888,0,750479.819307336
Mcdowell,Marion,8459.0,1.21,2022-11-04,,0,
Mcdowell,Marion,8459.0,1.33,2022-11-05,,0,
Mcdowell,Marion,8459.0,0.81,2022-11-06,,0,
Mcdowell,Marion,8459.0,0.9199999999999999,2022-11-07,,0,
Mcdowell,Marion,8459.0,1.1,2022-11-08,13779.51377952068,0,4008113.42353096
Mcdowell,Marion,8459.0,1.04,2022-11-09,,0,
Mcdowell,Marion,8459.0,1.16,2022-11-10,0.0,0,793939.707083515
Mcdowell,Marion,8459.0,0.81,2022-11-11,,0,
Mcdowell,Marion,8459.0,0.81,2022-11-12,,0,
Mcdowell,Marion,8459.0,0.81,2022-11-13,,0,
Mcdowell,Marion,8459.0,0.6400000000000001,2022-11-14,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-11-15,,0,
Mcdowell,Marion,8459.0,1.5,2022-11-16,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-11-17,10781.929326423913,0,5307401.20575358
Mcdowell,Marion,8459.0,0.9800000000000001,2022-11-18,,0,
Mcdowell,Marion,8459.0,1.5,2022-11-19,,0,
Mcdowell,Marion,8459.0,0.52,2022-11-20,,0,
Mcdowell,Marion,8459.0,1.04,2022-11-21,,0,
Mcdowell,Marion,8459.0,1.1,2022-11-22,368527.4752308163,0,130283589.637498
Mcdowell,Marion,8459.0,1.85,2022-11-23,,0,
Mcdowell,Marion,8459.0,1.21,2022-11-24,236220.23622035456,0,86680958.4341641
Mcdowell,Marion,8459.0,0.75,2022-11-25,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-11-26,,0,
Mcdowell,Marion,8459.0,1.27,2022-11-27,,0,
Mcdowell,Marion,8459.0,1.62,2022-11-28,,0,
Mcdowell,Marion,8459.0,1.85,2022-11-29,157678.4703122149,0,56448855.0911321
Mcdowell,Marion,8459.0,1.4500000000000002,2022-11-30,,0,
Mcdowell,Marion,8459.0,1.9100000000000001,2022-12-01,25495.097567963927,0,23959002.1161978
Mcdowell,Marion,8459.0,1.3900000000000001,2022-12-02,,0,
Mcdowell,Marion,8459.0,1.4500000000000002,2022-12-03,,0,
Mcdowell,Marion,8459.0,0.6400000000000001,2022-12-04,,0,
Mcdowell,Marion,8459.0,1.21,2022-12-05,,0,
Mcdowell,Marion,8459.0,2.6,2022-12-06,51472.07981032049,0,17044967.9721421
Mcdowell,Marion,8459.0,1.97,2022-12-07,,0,
Mcdowell,Marion,8459.0,2.37,2022-12-08,19445.4364826301,0,7570589.558738929
Mcdowell,Marion,8459.0,2.25,2022-12-09,,0,
Mcdowell,Marion,8459.0,2.02,2022-12-10,,0,
Mcdowell,Marion,8459.0,1.1,2022-12-11,,0,
Mcdowell,Marion,8459.0,1.79,2022-12-12,,0,
Mcdowell,Marion,8459.0,2.77,2022-12-13,64807.40698407861,0,13050582.9623937
Mcdowell,Marion,8459.0,2.6,2022-12-14,,0,
Mcdowell,Marion,8459.0,2.14,2022-12-15,19798.98987322336,0,7176634.11461645
Mcdowell,Marion,8459.0,2.72,2022-12-16,,0,
Mcdowell,Marion,8459.0,1.97,2022-12-17,,0,
Mcdowell,Marion,8459.0,1.85,2022-12-18,,0,
Mcdowell,Marion,8459.0,1.21,2022-12-19,,0,
Mcdowell,Marion,8459.0,3.0600000000000005,2022-12-20,83666.00265340765,0,26208358.0223366
Mcdowell,Marion,8459.0,2.83,2022-12-21,,0,
Mcdowell,Marion,8459.0,2.6,2022-12-22,57445.626465380345,0,25192762.848281
Mcdowell,Marion,8459.0,2.02,2022-12-23,,0,
Mcdowell,Marion,8459.0,3.18,2022-12-24,,0,
Mcdowell,Marion,8459.0,2.37,2022-12-25,,0,
Mcdowell,Marion,8459.0,1.79,2022-12-26,,0,
Mcdowell,Marion,8459.0,5.03,2022-12-27,,0,
Mcdowell,Marion,8459.0,5.720000000000001,2022-12-28,,0,
Mcdowell,Marion,8459.0,4.34,2022-12-29,23949.16491237222,0,7823588.28079967
Mcdowell,Marion,8459.0,3.7600000000000002,2022-12-30,,0,
Mcdowell,Marion,8459.0,4.16,2022-12-31,,0,
Mcdowell,Marion,8459.0,1.85,2023-01-01,,0,
Mcdowell,Marion,8459.0,2.25,2023-01-02,,0,
Mcdowell,Marion,8459.0,3.8200000000000003,2023-01-03,,0,
Mcdowell,Marion,8459.0,3.7600000000000002,2023-01-04,,0,
Mcdowell,Marion,8459.0,4.05,2023-01-05,27260.31914706795,0,14272812.1712015
Mcdowell,Marion,8459.0,3.9299999999999997,2023-01-06,,0,
Mcdowell,Marion,8459.0,2.31,2023-01-07,,0,
Mcdowell,Marion,8459.0,2.37,2023-01-08,,0,
Mcdowell,Marion,8459.0,2.2,2023-01-09,,0,
Mcdowell,Marion,8459.0,2.72,2023-01-10,19352.00248036364,0,5629010.00389638
Mcdowell,Marion,8459.0,2.08,2023-01-11,,0,
